"","Song","Artist","Year","Spotify ID"
"41","Make Me Better","Fabolous",2007,"0YkJU6TjjwzsVXUPRIO0DB"
"42","Ice Box","Omarion",2007,"1ElXBG9yJcgSFUJr19sotM"
"43","Lips Of An Angel","Hinder",2007,"40LQiUUUKXVGyNs09lHVjW"
"44","Waiting On the World to Change","John Mayer",2007,"5daJNU6dISW25fY2Eq3vcD"
"45","Lost Without U","Robin Thicke",2007,"4V2F0DZrAXOWq9hkwMMG3x"
"46","I'm a Flirt Remix","R. Kelly",2007,"1qKEApj9DTrcXikqeo7S0k"
"47","If Everyone Cared","Nickelback",2007,"44w63XqGr3sATAzOnOySgF"
"48","Get It Shawty - Main","Lloyd",2007,"2a03afRiyAbNAleOByVju4"
"49","Face Down","The Red Jumpsuit Apparatus",2007,"0wkzGtpf4WsYgWwDTeCjTR"
"50","The Way I Live","Baby Boy",2007,"3Tpez8fvZfCMSODg543Ss2"
"51","Shortie Like Mine","Bow Wow",2007,"4F55RCGuM477OjznpYGhYz"
"52","It Ends Tonight","The All-American Rejects",2007,"1FMHNVeJ9s1x1l1WlaRs2I"
"53","A Bay Bay","Hurricane Chris",2007,"6MnFB3qurhmGs1xdjrz5Bg"
"54","Because Of You","Ne-Yo",2007,"6CFPFnS9EcLs2I0nWqtWci"
"55","I Tried","Bone Thugs-N-Harmony",2007,"2elA6JLRaQ6iB7hxiuTKN4"
"56","Welcome to the Black Parade","My Chemical Romance",2007,"5wQnmLuC1W7ATsArWACrgW"
"57","Shawty (feat. T Pain)","Plies",2007,"6olIWF9LZgO0Eij4CeORQV"
"58","Chasing Cars","Snow Patrol",2007,"11bD1JtSjlIgKgZG2134DZ"
"59","Beautiful Liar - Main Version / Album Version","Beyonc<U+00E9>",2007,"2P5cIXejqLpHDQeCHAbbBG"
"60","SexyBack","Justin Timberlake",2007,"0O45fw2L5vsWpdsOdXwNAR"
"61","Keep Holding On","Avril Lavigne",2007,"58Mmq9tDlN7jiUqmvugggD"
"62","Let It Go","Keyshia Cole",2007,"2RqZFOLOnzVmHUX7ZMcaES"
"63","Apologize","Timbaland",2007,"77rlwv75irCcg50920G04u"
"64","Bubbly","Colbie Caillat",2007,"0rFOs9paloAvEtzwDX1Kmc"
"65","Like a Boy","Ciara",2007,"358bOvBiZCS9fRzNYosw6c"
"66","Who Knew","P!nk",2007,"4pSPMXaCjbaV3VSzZQYC7H"
"67","Never Again","Kelly Clarkson",2007,"4cXjW4R2BOhKLuFJ6ACZQz"
"68","Promise","Ciara",2007,"1pLdjo3lOBbMaoR4ZpybFH"
"69","Bed","J. Holiday",2007,"6TlRNJaezOdzdECnQeRuMM"
"70","Throw Some D's","Rich Boy",2007,"6SmPPtaMnfxgz5duA6t9Cu"
"71","Rehab","Amy Winehouse",2007,"1EXAqr4fceDPYlL6XeMi2g"
"72","No One","Alicia Keys",2007,"0JEqGkvUiMTQmFY6sgL9kg"
"73","The Great Escape","Boys Like Girls",2007,"6GIrIt2M39wEGwjCQjGChX"
"74","2 Step","Unk",2007,"1Z9k2TkEdY1jQYlADzZa3Q"
"75","Walk Away (Remember Me)","Paula DeAnda",2007,"0Sc9UwBpChiRKRF8DKvWKZ"
"76","Go Getta","Jeezy",2007,"3sNAeRQQ9FKeMv9nETVIt0"
"77","Here (In Your Arms)","Hellogoodbye",2007,"4z1gmF4S1YsTj1pxiU47Qx"
"78","On The Hotline","Pretty Ricky",2007,"3bsoEOP4NHEoeVbAAYdbaU"
"79","Wind It Up","Gwen Stefani",2007,"1GeECVH4Msg1zLm8DExkbH"
"80","Cyclone","Baby Bash",2007,"27mhCGdAA8gM7b33KIiB3k"
"81","Break It Off","Rihanna",2007,"4PgtB6Sul8WDTRZCe5e8St"
"82","First Time","Lifehouse",2007,"40Fp6pxcS9l08kL1R50mR4"
"83","Ayo Technology","50 Cent",2007,"36Hwcla06Q5BCr59CL0sBp"
"84","Outta My System","My Morning Jacket",2007,"7pCeC3wtU1plcb8rbv0zqY"
"85","Teardrops on My Guitar - Pop Version","Taylor Swift",2007,"4pJi1rVt9GNegU9kywjg4z"
"86","Shut Up And Drive","Rihanna",2007,"4Tn2llBm1g0UlWctmgPL8Z"
"87","Money Maker","Ludacris",2007,"2JpUkUR0OsOlUUfm6iS8ic"
"88","Kiss Kiss","Chris Brown",2007,"544wx7ulaLbPEecrnYr5uZ"
"89","Far Away","Nickelback",2007,"0G53JYumT2vVxRGOtROlXk"
"90","Rock Yo Hips","Crime Mob",2007,"2FCrjpcEh2cMrqPWD5SNxp"
"91","LoveStoned / I Think She Knows (Interlude)","Justin Timberlake",2007,"5iyE2d4U3Vc5cqY9mPTlpy"
"92","Better Than Me","Hinder",2007,"10fddGyyeUquZZ2uPTjD7P"
"93","Paralyzer","Finger Eleven",2007,"31KHqUqdkJssSRJcEiT8fF"
"94","That's That Shit","Snoop Dogg",2007,"3J58iVk8OXYAGG4YvOKG8u"
"95","Same Girl","R. Kelly",2007,"6OSmeoh8kXhCfz9WqvzDoJ"
